file	filename	format_used	num_taxa	num_sites	max_sites	keep	reason
/workspace/NeuralNJ/empirical/TarvD7/ENSG00000000003.nuc.ord.aln	ENSG00000000003.nuc.ord.aln	fasta	29	1083	17000	yes	
/workspace/NeuralNJ/empirical/TarvD7/ENSG00000000005.nuc.ord.aln	ENSG00000000005.nuc.ord.aln	fasta	34	966	17000	yes	
/workspace/NeuralNJ/empirical/TarvD7/ENSG00000000457.nuc.ord.aln	ENSG00000000457.nuc.ord.aln	fasta	34	2730	17000	yes	
/workspace/NeuralNJ/empirical/TarvD7/ENSG00000000460.nuc.ord.aln	ENSG00000000460.nuc.ord.aln	fasta	36	3102	17000	yes	
/workspace/NeuralNJ/empirical/TarvD7/ENSG00000001036.nuc.ord.aln	ENSG00000001036.nuc.ord.aln	fasta	35	1737	17000	yes	
/workspace/NeuralNJ/empirical/TarvD7/ENSG00000001084.nuc.ord.aln	ENSG00000001084.nuc.ord.aln	fasta	35	1965	17000	yes	
/workspace/NeuralNJ/empirical/TarvD7/ENSG00000001167.nuc.ord.aln	ENSG00000001167.nuc.ord.aln	fasta	32	1068	17000	yes	
/workspace/NeuralNJ/empirical/TarvD7/ENSG00000001460.nuc.ord.aln	ENSG00000001460.nuc.ord.aln	fasta	35	1413	17000	yes	
/workspace/NeuralNJ/empirical/TarvD7/ENSG00000001461.nuc.ord.aln	ENSG00000001461.nuc.ord.aln	fasta	36	1563	17000	yes	
/workspace/NeuralNJ/empirical/TarvD7/ENSG00000001561.nuc.ord.aln	ENSG00000001561.nuc.ord.aln	fasta	34	1419	17000	yes	
/workspace/NeuralNJ/empirical/TarvD7/ENSG00000001617.nuc.ord.aln	ENSG00000001617.nuc.ord.aln	fasta	31	2604	17000	yes	
/workspace/NeuralNJ/empirical/TarvD7/ENSG00000001626.nuc.ord.aln	ENSG00000001626.nuc.ord.aln	fasta	35	4668	17000	yes	
/workspace/NeuralNJ/empirical/TarvD7/ENSG00000001629.nuc.ord.aln	ENSG00000001629.nuc.ord.aln	fasta	34	4026	17000	yes	
/workspace/NeuralNJ/empirical/TarvD7/ENSG00000001630.nuc.ord.aln	ENSG00000001630.nuc.ord.aln	fasta	31	1575	17000	yes	
/workspace/NeuralNJ/empirical/TarvD7/ENSG00000001631.nuc.ord.aln	ENSG00000001631.nuc.ord.aln	fasta	33	2211	17000	yes	
/workspace/NeuralNJ/empirical/TarvD7/ENSG00000002016.nuc.ord.aln	ENSG00000002016.nuc.ord.aln	fasta	32	1524	17000	yes	
/workspace/NeuralNJ/empirical/TarvD7/ENSG00000002330.nuc.ord.aln	ENSG00000002330.nuc.ord.aln	fasta	30	966	17000	yes	
/workspace/NeuralNJ/empirical/TarvD7/ENSG00000002549.nuc.ord.aln	ENSG00000002549.nuc.ord.aln	fasta	34	1605	17000	yes	
/workspace/NeuralNJ/empirical/TarvD7/ENSG00000002587.nuc.ord.aln	ENSG00000002587.nuc.ord.aln	fasta	23	966	17000	yes	
/workspace/NeuralNJ/empirical/TarvD7/ENSG00000002746.nuc.ord.aln	ENSG00000002746.nuc.ord.aln	fasta	35	6717	17000	yes	
/workspace/NeuralNJ/empirical/TarvD7/ENSG00000002822.nuc.ord.aln	ENSG00000002822.nuc.ord.aln	fasta	29	3813	17000	yes	
/workspace/NeuralNJ/empirical/TarvD7/ENSG00000002834.nuc.ord.aln	ENSG00000002834.nuc.ord.aln	fasta	30	2175	17000	yes	
/workspace/NeuralNJ/empirical/TarvD7/ENSG00000002919.nuc.ord.aln	ENSG00000002919.nuc.ord.aln	fasta	32	906	17000	yes	
/workspace/NeuralNJ/empirical/TarvD7/ENSG00000002933.nuc.ord.aln	ENSG00000002933.nuc.ord.aln	fasta	24	897	17000	yes	
/workspace/NeuralNJ/empirical/TarvD7/ENSG00000003056.nuc.ord.aln	ENSG00000003056.nuc.ord.aln	fasta	33	852	17000	yes	
/workspace/NeuralNJ/empirical/TarvD7/ENSG00000003137.nuc.ord.aln	ENSG00000003137.nuc.ord.aln	fasta	33	1704	17000	yes	
/workspace/NeuralNJ/empirical/TarvD7/ENSG00000003147.nuc.ord.aln	ENSG00000003147.nuc.ord.aln	fasta	33	1695	17000	yes	
/workspace/NeuralNJ/empirical/TarvD7/ENSG00000003249.nuc.ord.aln	ENSG00000003249.nuc.ord.aln	fasta	28	1158	17000	yes	
/workspace/NeuralNJ/empirical/TarvD7/ENSG00000003393.nuc.ord.aln	ENSG00000003393.nuc.ord.aln	fasta	34	5568	17000	yes	
/workspace/NeuralNJ/empirical/TarvD7/ENSG00000003402.nuc.ord.aln	ENSG00000003402.nuc.ord.aln	fasta	34	1623	17000	yes	
/workspace/NeuralNJ/empirical/TarvD7/ENSG00000003436.nuc.ord.aln	ENSG00000003436.nuc.ord.aln	fasta	30	1626	17000	yes	
/workspace/NeuralNJ/empirical/TarvD7/ENSG00000003509.nuc.ord.aln	ENSG00000003509.nuc.ord.aln	fasta	35	1377	17000	yes	
/workspace/NeuralNJ/empirical/TarvD7/ENSG00000003756.nuc.ord.aln	ENSG00000003756.nuc.ord.aln	fasta	35	3003	17000	yes	
/workspace/NeuralNJ/empirical/TarvD7/ENSG00000003987.nuc.ord.aln	ENSG00000003987.nuc.ord.aln	fasta	35	2109	17000	yes	
/workspace/NeuralNJ/empirical/TarvD7/ENSG00000003989.nuc.ord.aln	ENSG00000003989.nuc.ord.aln	fasta	36	2577	17000	yes	
/workspace/NeuralNJ/empirical/TarvD7/ENSG00000004059.nuc.ord.aln	ENSG00000004059.nuc.ord.aln	fasta	30	567	17000	yes	
/workspace/NeuralNJ/empirical/TarvD7/ENSG00000004455.nuc.ord.aln	ENSG00000004455.nuc.ord.aln	fasta	33	738	17000	yes	
/workspace/NeuralNJ/empirical/TarvD7/ENSG00000004468.nuc.ord.aln	ENSG00000004468.nuc.ord.aln	fasta	34	1017	17000	yes	
/workspace/NeuralNJ/empirical/TarvD7/ENSG00000004478.nuc.ord.aln	ENSG00000004478.nuc.ord.aln	fasta	31	1494	17000	yes	
/workspace/NeuralNJ/empirical/TarvD7/ENSG00000004487.nuc.ord.aln	ENSG00000004487.nuc.ord.aln	fasta	35	3063	17000	yes	
/workspace/NeuralNJ/empirical/TarvD7/ENSG00000004534.nuc.ord.aln	ENSG00000004534.nuc.ord.aln	fasta	36	3654	17000	yes	
/workspace/NeuralNJ/empirical/TarvD7/ENSG00000004660.nuc.ord.aln	ENSG00000004660.nuc.ord.aln	fasta	35	2430	17000	yes	
/workspace/NeuralNJ/empirical/TarvD7/ENSG00000004700.nuc.ord.aln	ENSG00000004700.nuc.ord.aln	fasta	34	2082	17000	yes	
/workspace/NeuralNJ/empirical/TarvD7/ENSG00000004766.nuc.ord.aln	ENSG00000004766.nuc.ord.aln	fasta	34	3138	17000	yes	
/workspace/NeuralNJ/empirical/TarvD7/ENSG00000004776.nuc.ord.aln	ENSG00000004776.nuc.ord.aln	fasta	27	750	17000	yes	
/workspace/NeuralNJ/empirical/TarvD7/ENSG00000004779.nuc.ord.aln	ENSG00000004779.nuc.ord.aln	fasta	31	513	17000	yes	
/workspace/NeuralNJ/empirical/TarvD7/ENSG00000004799.nuc.ord.aln	ENSG00000004799.nuc.ord.aln	fasta	35	1395	17000	yes	
/workspace/NeuralNJ/empirical/TarvD7/ENSG00000004809.nuc.ord.aln	ENSG00000004809.nuc.ord.aln	fasta	26	2244	17000	yes	
/workspace/NeuralNJ/empirical/TarvD7/ENSG00000004864.nuc.ord.aln	ENSG00000004864.nuc.ord.aln	fasta	34	2037	17000	yes	
/workspace/NeuralNJ/empirical/TarvD7/ENSG00000004897.nuc.ord.aln	ENSG00000004897.nuc.ord.aln	fasta	34	2658	17000	yes	
/workspace/NeuralNJ/empirical/TarvD7/ENSG00000004939.nuc.ord.aln	ENSG00000004939.nuc.ord.aln	fasta	30	3138	17000	yes	
/workspace/NeuralNJ/empirical/TarvD7/ENSG00000004961.nuc.ord.aln	ENSG00000004961.nuc.ord.aln	fasta	33	837	17000	yes	
/workspace/NeuralNJ/empirical/TarvD7/ENSG00000004975.nuc.ord.aln	ENSG00000004975.nuc.ord.aln	fasta	28	2274	17000	yes	
/workspace/NeuralNJ/empirical/TarvD7/ENSG00000005001.nuc.ord.aln	ENSG00000005001.nuc.ord.aln	fasta	25	1266	17000	yes	
/workspace/NeuralNJ/empirical/TarvD7/ENSG00000005020.nuc.ord.aln	ENSG00000005020.nuc.ord.aln	fasta	36	1134	17000	yes	
/workspace/NeuralNJ/empirical/TarvD7/ENSG00000005059.nuc.ord.aln	ENSG00000005059.nuc.ord.aln	fasta	31	1089	17000	yes	
/workspace/NeuralNJ/empirical/TarvD7/ENSG00000005073.nuc.ord.aln	ENSG00000005073.nuc.ord.aln	fasta	29	1251	17000	yes	
/workspace/NeuralNJ/empirical/TarvD7/ENSG00000005100.nuc.ord.aln	ENSG00000005100.nuc.ord.aln	fasta	31	2457	17000	yes	
/workspace/NeuralNJ/empirical/TarvD7/ENSG00000005102.nuc.ord.aln	ENSG00000005102.nuc.ord.aln	fasta	29	954	17000	yes	
/workspace/NeuralNJ/empirical/TarvD7/ENSG00000005108.nuc.ord.aln	ENSG00000005108.nuc.ord.aln	fasta	36	5445	17000	yes	
/workspace/NeuralNJ/empirical/TarvD7/ENSG00000005156.nuc.ord.aln	ENSG00000005156.nuc.ord.aln	fasta	34	3447	17000	yes	
